,id,gender_str,mask_str,age_indv,age_group,path,img_path,deepface_bbox_h,deepface_bbox_w,deepface_bbox_x,deepface_bbox_y,all,gender,mask,age
85,000016,female,wear,58,>= 30 and < 60,000016_female_Asian_58,/opt/ml/input/data/train/images/000016_female_Asian_58/mask1.jpg,184.3333333333333,142.0,109.66666666666669,136.66666666666666,4,1,0,1
86,000016,female,wear,58,>= 30 and < 60,000016_female_Asian_58,/opt/ml/input/data/train/images/000016_female_Asian_58/mask2.jpg,171.75,145.25,101.0,170.75,4,1,0,1
87,000016,female,wear,58,>= 30 and < 60,000016_female_Asian_58,/opt/ml/input/data/train/images/000016_female_Asian_58/mask3.jpg,157.4,137.8,110.2,155.0,4,1,0,1
88,000016,female,wear,58,>= 30 and < 60,000016_female_Asian_58,/opt/ml/input/data/train/images/000016_female_Asian_58/mask4.jpg,209.66666666666663,157.33333333333334,120.66666666666669,143.33333333333334,4,1,0,1
89,000016,female,wear,58,>= 30 and < 60,000016_female_Asian_58,/opt/ml/input/data/train/images/000016_female_Asian_58/mask5.jpg,179.25,147.5,111.25,122.25,4,1,0,1
90,000016,female,not_wear,58,>= 30 and < 60,000016_female_Asian_58,/opt/ml/input/data/train/images/000016_female_Asian_58/normal.jpg,170.4,138.2,123.4,146.0,16,1,2,1
91,000018,female,incorrect,59,>= 30 and < 60,000018_female_Asian_59,/opt/ml/input/data/train/images/000018_female_Asian_59/incorrect_mask.jpg,157.0,146.0,92.76666666666664,145.525,10,1,1,1
92,000018,female,wear,59,>= 30 and < 60,000018_female_Asian_59,/opt/ml/input/data/train/images/000018_female_Asian_59/mask1.jpg,226.66666666666663,168.0,94.33333333333331,124.66666666666669,4,1,0,1
93,000018,female,wear,59,>= 30 and < 60,000018_female_Asian_59,/opt/ml/input/data/train/images/000018_female_Asian_59/mask2.jpg,180.8,158.0,91.2,148.8,4,1,0,1
94,000018,female,wear,59,>= 30 and < 60,000018_female_Asian_59,/opt/ml/input/data/train/images/000018_female_Asian_59/mask3.jpg,201.75,171.5,95.75,160.75,4,1,0,1
95,000018,female,wear,59,>= 30 and < 60,000018_female_Asian_59,/opt/ml/input/data/train/images/000018_female_Asian_59/mask4.jpg,193.0,153.0,100.5,155.25,4,1,0,1
96,000018,female,wear,59,>= 30 and < 60,000018_female_Asian_59,/opt/ml/input/data/train/images/000018_female_Asian_59/mask5.jpg,185.75,154.0,87.25,142.25,4,1,0,1
97,000018,female,not_wear,59,>= 30 and < 60,000018_female_Asian_59,/opt/ml/input/data/train/images/000018_female_Asian_59/normal.jpg,213.4,174.4,79.2,126.8,16,1,2,1
98,000019,female,incorrect,57,>= 30 and < 60,000019_female_Asian_57,/opt/ml/input/data/train/images/000019_female_Asian_57/incorrect_mask.jpg,155.5,124.0,119.5,137.0,10,1,1,1
99,000019,female,wear,57,>= 30 and < 60,000019_female_Asian_57,/opt/ml/input/data/train/images/000019_female_Asian_57/mask1.jpg,222.66666666666663,159.0,107.0,119.0,4,1,0,1
100,000019,female,wear,57,>= 30 and < 60,000019_female_Asian_57,/opt/ml/input/data/train/images/000019_female_Asian_57/mask2.jpg,169.33333333333334,130.0,109.33333333333331,175.0,4,1,0,1
101,000019,female,wear,57,>= 30 and < 60,000019_female_Asian_57,/opt/ml/input/data/train/images/000019_female_Asian_57/mask3.jpg,180.0,148.25,118.25,160.75,4,1,0,1
102,000019,female,wear,57,>= 30 and < 60,000019_female_Asian_57,/opt/ml/input/data/train/images/000019_female_Asian_57/mask4.jpg,183.3333333333333,139.0,121.33333333333331,146.0,4,1,0,1
103,000019,female,wear,57,>= 30 and < 60,000019_female_Asian_57,/opt/ml/input/data/train/images/000019_female_Asian_57/mask5.jpg,186.5,147.25,111.25,116.25,4,1,0,1
104,000019,female,not_wear,57,>= 30 and < 60,000019_female_Asian_57,/opt/ml/input/data/train/images/000019_female_Asian_57/normal.jpg,164.2,136.0,109.0,172.2,16,1,2,1
105,000020,female,not_wear,50,>= 30 and < 60,000020_female_Asian_50,/opt/ml/input/data/train/images/000020_female_Asian_50/incorrect_mask.jpg,160.4,129.2,121.6,132.8,16,1,2,1
106,000020,female,wear,50,>= 30 and < 60,000020_female_Asian_50,/opt/ml/input/data/train/images/000020_female_Asian_50/mask1.jpg,178.0,139.25,142.5,132.0,4,1,0,1
107,000020,female,wear,50,>= 30 and < 60,000020_female_Asian_50,/opt/ml/input/data/train/images/000020_female_Asian_50/mask2.jpg,166.4,142.2,108.8,149.4,4,1,0,1
108,000020,female,wear,50,>= 30 and < 60,000020_female_Asian_50,/opt/ml/input/data/train/images/000020_female_Asian_50/mask3.jpg,175.5,142.25,107.75,133.75,4,1,0,1
109,000020,female,wear,50,>= 30 and < 60,000020_female_Asian_50,/opt/ml/input/data/train/images/000020_female_Asian_50/mask4.jpg,177.66666666666666,135.33333333333334,115.66666666666669,133.66666666666666,4,1,0,1
110,000020,female,wear,50,>= 30 and < 60,000020_female_Asian_50,/opt/ml/input/data/train/images/000020_female_Asian_50/mask5.jpg,161.0,134.8,125.2,144.4,4,1,0,1
111,000020,female,incorrect,50,>= 30 and < 60,000020_female_Asian_50,/opt/ml/input/data/train/images/000020_female_Asian_50/normal.jpg,165.0,140.0,109.8,149.8,10,1,1,1
112,000021,female,incorrect,54,>= 30 and < 60,000021_female_Asian_54,/opt/ml/input/data/train/images/000021_female_Asian_54/incorrect_mask.jpg,157.45833333333334,130.69166666666666,122.0,161.84166666666667,10,1,1,1
113,000021,female,wear,54,>= 30 and < 60,000021_female_Asian_54,/opt/ml/input/data/train/images/000021_female_Asian_54/mask1.jpg,138.75,110.75,139.0,159.25,4,1,0,1
114,000021,female,wear,54,>= 30 and < 60,000021_female_Asian_54,/opt/ml/input/data/train/images/000021_female_Asian_54/mask2.jpg,153.6,131.2,124.4,136.0,4,1,0,1
115,000021,female,wear,54,>= 30 and < 60,000021_female_Asian_54,/opt/ml/input/data/train/images/000021_female_Asian_54/mask3.jpg,159.4,134.4,122.4,165.8,4,1,0,1
116,000021,female,wear,54,>= 30 and < 60,000021_female_Asian_54,/opt/ml/input/data/train/images/000021_female_Asian_54/mask4.jpg,182.6,153.8,123.3,160.54583333333335,4,1,0,1
117,000021,female,wear,54,>= 30 and < 60,000021_female_Asian_54,/opt/ml/input/data/train/images/000021_female_Asian_54/mask5.jpg,161.2,133.0,122.2,169.8,4,1,0,1
118,000021,female,not_wear,54,>= 30 and < 60,000021_female_Asian_54,/opt/ml/input/data/train/images/000021_female_Asian_54/normal.jpg,149.2,121.0,124.2,128.8,16,1,2,1
119,000022,female,incorrect,58,>= 30 and < 60,000022_female_Asian_58,/opt/ml/input/data/train/images/000022_female_Asian_58/incorrect_mask.jpg,190.5,154.0,102.75,168.0,10,1,1,1
120,000022,female,wear,58,>= 30 and < 60,000022_female_Asian_58,/opt/ml/input/data/train/images/000022_female_Asian_58/mask1.jpg,198.3333333333333,143.66666666666666,115.33333333333331,168.33333333333334,4,1,0,1
121,000022,female,wear,58,>= 30 and < 60,000022_female_Asian_58,/opt/ml/input/data/train/images/000022_female_Asian_58/mask2.jpg,214.75,181.75,82.25,145.75,4,1,0,1
122,000022,female,wear,58,>= 30 and < 60,000022_female_Asian_58,/opt/ml/input/data/train/images/000022_female_Asian_58/mask3.jpg,185.0,147.66666666666666,91.33333333333331,158.66666666666666,4,1,0,1
123,000022,female,wear,58,>= 30 and < 60,000022_female_Asian_58,/opt/ml/input/data/train/images/000022_female_Asian_58/mask4.jpg,223.3333333333333,185.0,86.0,132.0,4,1,0,1
124,000022,female,wear,58,>= 30 and < 60,000022_female_Asian_58,/opt/ml/input/data/train/images/000022_female_Asian_58/mask5.jpg,181.75,147.0,105.25,164.75,4,1,0,1
125,000022,female,not_wear,58,>= 30 and < 60,000022_female_Asian_58,/opt/ml/input/data/train/images/000022_female_Asian_58/normal.jpg,94.4,78.2,97.04166666666666,161.70833333333331,16,1,2,1
126,000023,female,incorrect,55,>= 30 and < 60,000023_female_Asian_55,/opt/ml/input/data/train/images/000023_female_Asian_55/incorrect_mask.jpg,176.75,135.75,108.75,190.0,10,1,1,1
127,000023,female,wear,55,>= 30 and < 60,000023_female_Asian_55,/opt/ml/input/data/train/images/000023_female_Asian_55/mask1.jpg,181.3333333333333,135.66666666666666,98.66666666666669,157.66666666666666,4,1,0,1
128,000023,female,wear,55,>= 30 and < 60,000023_female_Asian_55,/opt/ml/input/data/train/images/000023_female_Asian_55/mask2.jpg,190.25,153.5,85.5,152.25,4,1,0,1
129,000023,female,wear,55,>= 30 and < 60,000023_female_Asian_55,/opt/ml/input/data/train/images/000023_female_Asian_55/mask3.jpg,194.66666666666663,148.33333333333334,109.0,141.0,4,1,0,1
130,000023,female,wear,55,>= 30 and < 60,000023_female_Asian_55,/opt/ml/input/data/train/images/000023_female_Asian_55/mask4.jpg,192.66666666666663,147.0,105.33333333333331,149.66666666666666,4,1,0,1
131,000023,female,wear,55,>= 30 and < 60,000023_female_Asian_55,/opt/ml/input/data/train/images/000023_female_Asian_55/mask5.jpg,203.0,147.0,104.0,146.33333333333334,4,1,0,1
132,000023,female,not_wear,55,>= 30 and < 60,000023_female_Asian_55,/opt/ml/input/data/train/images/000023_female_Asian_55/normal.jpg,137.2,113.4,139.0,181.8,16,1,2,1
133,000024,female,incorrect,58,>= 30 and < 60,000024_female_Asian_58,/opt/ml/input/data/train/images/000024_female_Asian_58/incorrect_mask.jpg,201.0,160.0,112.33333333333331,156.0,10,1,1,1
134,000024,female,wear,58,>= 30 and < 60,000024_female_Asian_58,/opt/ml/input/data/train/images/000024_female_Asian_58/mask1.jpg,198.5,165.0,99.0,166.0,4,1,0,1
135,000024,female,wear,58,>= 30 and < 60,000024_female_Asian_58,/opt/ml/input/data/train/images/000024_female_Asian_58/mask2.jpg,222.3333333333333,178.33333333333334,95.33333333333331,141.66666666666666,4,1,0,1
136,000024,female,wear,58,>= 30 and < 60,000024_female_Asian_58,/opt/ml/input/data/train/images/000024_female_Asian_58/mask3.jpg,189.3333333333333,155.66666666666666,102.33333333333331,170.0,4,1,0,1
137,000024,female,wear,58,>= 30 and < 60,000024_female_Asian_58,/opt/ml/input/data/train/images/000024_female_Asian_58/mask4.jpg,198.0,171.0,91.66666666666669,173.33333333333334,4,1,0,1
138,000024,female,wear,58,>= 30 and < 60,000024_female_Asian_58,/opt/ml/input/data/train/images/000024_female_Asian_58/mask5.jpg,181.0,141.66666666666666,109.66666666666669,165.0,4,1,0,1
139,000024,female,not_wear,58,>= 30 and < 60,000024_female_Asian_58,/opt/ml/input/data/train/images/000024_female_Asian_58/normal.jpg,175.6,149.0,118.0,147.4,16,1,2,1
140,000025,female,incorrect,49,>= 30 and < 60,000025_female_Asian_49,/opt/ml/input/data/train/images/000025_female_Asian_49/incorrect_mask.jpg,167.0,136.6,127.2,198.6,10,1,1,1
141,000025,female,wear,49,>= 30 and < 60,000025_female_Asian_49,/opt/ml/input/data/train/images/000025_female_Asian_49/mask1.jpg,175.33333333333334,128.66666666666666,132.0,146.66666666666666,4,1,0,1
142,000025,female,wear,49,>= 30 and < 60,000025_female_Asian_49,/opt/ml/input/data/train/images/000025_female_Asian_49/mask2.jpg,148.25,125.75,104.25,178.75,4,1,0,1
